,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee
4398,Emiliano Rigoni,Right Winger,24,Independiente,Primera División,Zenit S-Pb,Premier Liga,2017-2018,7000000,9000000
4399,Andrew Robertson,Left-Back,23,Hull City,Championship,Liverpool,Premier League,2017-2018,7000000,9000000
4400,Gastón Ramírez,Attacking Midfield,26,Middlesbrough,Championship,Sampdoria,Serie A,2017-2018,6000000,9000000
4401,Jairo Riedewald,Centre-Back,20,AFC Ajax,Eredivisie,Crystal Palace,Premier League,2017-2018,5000000,9000000
4402,Thiago Mendes,Defensive Midfield,25,São Paulo,Série A,LOSC Lille,Ligue 1,2017-2018,3500000,9000000
4403,Kévin Malcuit,Right-Back,25,Saint-Étienne,Ligue 1,LOSC Lille,Ligue 1,2017-2018,3000000,9000000
4404,Younès Belhanda,Attacking Midfield,27,Dynamo Kyiv,Premier Liga,Galatasaray,Süper Lig,2017-2018,9000000,8750000
4405,Guido Pizarro,Defensive Midfield,27,Tigres UANL,Liga MX Clausura,Sevilla FC,LaLiga,2017-2018,4000000,8700000
4406,Adnan Januzaj,Right Winger,22,Man Utd,Premier League,Real Sociedad,LaLiga,2017-2018,7000000,8500000
4407,Serge Gnabry,Left Winger,21,Werder Bremen,1.Bundesliga,Bayern Munich ,1.Bundesliga,2017-2018,15000000,8000000
4408,Valère Germain,Centre-Forward,27,Monaco,Ligue 1,Marseille,Ligue 1,2017-2018,10000000,8000000
4409,Juan Jesus,Centre-Back,26,Inter,Serie A,AS Roma,Serie A,2017-2018,7500000,8000000
4410,Soualiho Meïté,Defensive Midfield,23,Zulte Waregem,Jupiler Pro League,Monaco,Ligue 1,2017-2018,7000000,8000000
4411,Sofiane Hanni,Attacking Midfield,27,RSC Anderlecht,Jupiler Pro League,Spartak Moscow,Premier Liga,2017-2018,7000000,8000000
4412,Henry Onyekuru,Left Winger,20,KAS Eupen,Jupiler Pro League,Everton,Premier League,2017-2018,7000000,8000000
4413,Hirving Lozano,Left Winger,21,CF Pachuca,Liga MX Clausura,PSV Eindhoven,Eredivisie,2017-2018,6500000,8000000
4414,Matías Kranevitter,Defensive Midfield,24,Atlético Madrid,LaLiga,Zenit S-Pb,Premier Liga,2017-2018,6000000,8000000
4415,Davie Selke,Centre-Forward,22,RB Leipzig,1.Bundesliga,Hertha BSC,1.Bundesliga,2017-2018,6000000,8000000
4416,Nicolas de Préville,Centre-Forward,26,LOSC Lille,Ligue 1,G. Bordeaux,Ligue 1,2017-2018,5500000,8000000
4417,Havard Nordtveit,Centre-Back,27,West Ham,Premier League,TSG Hoffenheim,1.Bundesliga,2017-2018,5000000,8000000
4418,Mariano Díaz,Centre-Forward,23,Real Madrid,LaLiga,Olympique Lyon,Ligue 1,2017-2018,5000000,8000000
4419,Vitor Hugo,Centre-Back,26,Palmeiras,Série A,Fiorentina,Serie A,2017-2018,4500000,8000000
4420,Miha Mevlja,Centre-Back,27,Rostov,Premier Liga,Zenit S-Pb,Premier Liga,2017-2018,4000000,8000000
4421,Admir Mehmedi,Second Striker,26,Bay. Leverkusen,1.Bundesliga,VfL Wolfsburg,1.Bundesliga,2017-2018,3500000,8000000
4422,Wanderson,Left Winger,22,RB Salzburg,Bundesliga,Krasnodar,Premier Liga,2017-2018,2750000,8000000
4423,Sone Aluko,Second Striker,28,Fulham,Championship,Reading,Championship,2017-2018,2500000,8000000
4424,Amine Harit,Attacking Midfield,20,FC Nantes,Ligue 1,FC Schalke 04,1.Bundesliga,2017-2018,2000000,8000000
4425,Alessandro Bastoni,Centre-Back,18,Atalanta,Serie A,Inter,Serie A,2017-2018,1500000,8000000
4426,Rafik Guitane,Attacking Midfield,18,AC Le Havre,Ligue 2,Stade Rennais,Ligue 1,2017-2018,150000,8000000
4427,Jadon Sancho,Left Winger,17,Man City U18,U18 Premier League,Bor. Dortmund,1.Bundesliga,2017-2018,-1,7840000
4428,Alexander Sörloth,Centre-Forward,22,FC Midtjylland,Superligaen Championship round,Crystal Palace,Premier League,2017-2018,2000000,7800000
4429,Bruno Martins Indi,Centre-Back,25,FC Porto,Liga NOS,Stoke City,Premier League,2017-2018,11000000,7700000
4430,Filippo Romagna,Centre-Back,20,Juventus,Serie A,Cagliari Calcio,Serie A,2017-2018,1000000,7600000
4431,Jonathan Cafú,Right Winger,26,Ludogorets,A Grupa - Championship gr.,G. Bordeaux,Ligue 1,2017-2018,10000000,7500000
4432,Kieran Gibbs,Left-Back,27,Arsenal,Premier League,West Brom,Premier League,2017-2018,10000000,7500000
4433,Maicon,Centre-Back,28,São Paulo,Série A,Galatasaray,Süper Lig,2017-2018,8000000,7500000
4434,Wendel,Central Midfield,20,Fluminense,Série A,Sporting CP,Liga NOS,2017-2018,7500000,7500000
4435,Christian Atsu,Left Winger,25,Chelsea,Premier League,Newcastle,Premier League,2017-2018,5000000,7500000
4436,Badou Ndiaye,Central Midfield,26,Osmanlispor,Süper Lig,Galatasaray,Süper Lig,2017-2018,5000000,7500000
4437,Maximilian Wöber,Centre-Back,19,Rapid Vienna,Bundesliga,AFC Ajax,Eredivisie,2017-2018,700000,7500000
4438,Ashley Fletcher,Centre-Forward,21,West Ham,Premier League,Middlesbrough,Championship,2017-2018,1000000,7300000
4439,Santiago Ascacíbar,Defensive Midfield,20,Estudiantes,Primera División,VfB Stuttgart,1.Bundesliga,2017-2018,7500000,7200000
4440,Yuning Zhang,Centre-Forward,20,Vitesse,Eredivisie,West Brom,Premier League,2017-2018,700000,7200000
4441,Avilés Hurtado,Left Winger,30,Club Tijuana,Liga MX Clausura,Monterrey,Liga MX Clausura,2017-2018,2500000,7130000
4442,Björn Engels,Centre-Back,22,Club Brugge,Jupiler Pro League,Olympiacos,Super League,2017-2018,8000000,7100000
4443,Éver Banega,Central Midfield,29,Inter,Serie A,Sevilla FC,LaLiga,2017-2018,16000000,7000000
4444,Nolito,Left Winger,30,Man City,Premier League,Sevilla FC,LaLiga,2017-2018,12000000,7000000
4445,Ryad Boudebouz,Attacking Midfield,27,Montpellier,Ligue 1,Real Betis,LaLiga,2017-2018,10000000,7000000
4446,Giuliano,Attacking Midfield,27,Zenit S-Pb,Premier Liga,Fenerbahce,Süper Lig,2017-2018,9000000,7000000
4447,Jordan Veretout,Central Midfield,24,Aston Villa,Championship,Fiorentina,Serie A,2017-2018,9000000,7000000
4448,Konrad Laimer,Central Midfield,20,RB Salzburg,Bundesliga,RB Leipzig,1.Bundesliga,2017-2018,8000000,7000000
4449,Sébastien Haller,Centre-Forward,23,FC Utrecht,Eredivisie,E. Frankfurt,1.Bundesliga,2017-2018,8000000,7000000
4450,Diego Llorente,Centre-Back,23,Real Madrid,LaLiga,Real Sociedad,LaLiga,2017-2018,7500000,7000000
4451,Clinton N'Jie,Centre-Forward,23,Spurs,Premier League,Marseille,Ligue 1,2017-2018,7000000,7000000
4452,Marcelo,Centre-Back,30,Besiktas,Süper Lig,Olympique Lyon,Ligue 1,2017-2018,6500000,7000000
4453,Jorge Meré,Centre-Back,20,Sporting Gijón,LaLiga2,1. FC Köln,1.Bundesliga,2017-2018,6000000,7000000
4454,Víctor Camarasa,Central Midfield,23,Levante UD,LaLiga,Real Betis,LaLiga,2017-2018,5000000,7000000
4455,Kylian Mbappé,Right Winger,19,Monaco,Ligue 1,Paris SG,Ligue 1,2018-2019,120000000,135000000
4456,Cristiano Ronaldo,Centre-Forward,33,Real Madrid,LaLiga,Juventus,Serie A,2018-2019,100000000,117000000
4457,Thomas Lemar,Left Winger,22,Monaco,Ligue 1,Atlético Madrid,LaLiga,2018-2019,65000000,70000000
4458,Riyad Mahrez,Right Winger,27,Leicester,Premier League,Man City,Premier League,2018-2019,50000000,67800000
4459,Alisson,Goalkeeper,25,AS Roma,Serie A,Liverpool,Premier League,2018-2019,60000000,62500000
4460,Naby Keïta,Central Midfield,23,RB Leipzig,1.Bundesliga,Liverpool,Premier League,2018-2019,65000000,60000000
4461,Fred,Central Midfield,25,Shakhtar D.,Premier Liga,Man Utd,Premier League,2018-2019,32000000,59000000
4462,Jorginho,Defensive Midfield,26,SSC Napoli,Serie A,Chelsea,Premier League,2018-2019,50000000,57000000
4463,Fabinho,Defensive Midfield,24,Monaco,Ligue 1,Liverpool,Premier League,2018-2019,45000000,45000000
4464,Vinícius Júnior,Left Winger,18,Flamengo,Série A,Real Madrid,LaLiga,2018-2019,35000000,45000000
4465,Malcom,Right Winger,21,G. Bordeaux,Ligue 1,FC Barcelona,LaLiga,2018-2019,45000000,41000000
4466,João Cancelo,Right-Back,24,Valencia CF,LaLiga,Juventus,Serie A,2018-2019,35000000,40400000
4467,Douglas Costa,Right Winger,27,Bayern Munich ,1.Bundesliga,Juventus,Serie A,2018-2019,55000000,40000000
4468,Richarlison,Left Winger,21,Watford,Premier League,Everton,Premier League,2018-2019,25000000,39200000
4469,Radja Nainggolan,Central Midfield,30,AS Roma,Serie A,Inter,Serie A,2018-2019,45000000,38000000
4470,Felipe Anderson,Right Winger,25,Lazio,Serie A,West Ham,Premier League,2018-2019,30000000,38000000
4471,Clément Lenglet,Centre-Back,23,Sevilla FC,LaLiga,FC Barcelona,LaLiga,2018-2019,25000000,35900000
4472,Arthur,Central Midfield,21,Grêmio,Série A,FC Barcelona,LaLiga,2018-2019,30000000,31000000
4473,Jean Michaël Seri,Central Midfield,27,OGC Nice,Ligue 1,Fulham,Premier League,2018-2019,30000000,30000000
4474,Lucas Torreira,Defensive Midfield,22,Sampdoria,Serie A,Arsenal,Premier League,2018-2019,30000000,30000000
4475,Aleksandr Golovin,Central Midfield,22,CSKA Moscow,Premier Liga,Monaco,Ligue 1,2018-2019,25000000,30000000
4476,Álvaro Odriozola,Right-Back,22,Real Sociedad,LaLiga,Real Madrid,LaLiga,2018-2019,25000000,30000000
4477,Fabián Ruiz,Central Midfield,22,Real Betis,LaLiga,SSC Napoli,Serie A,2018-2019,20000000,30000000
4478,Anthony Modeste,Centre-Forward,30,1. FC Köln,2.Bundesliga,TJ Quanjian,Super League,2018-2019,16000000,29000000
4479,Abdou Diallo,Centre-Back,22,1.FSV Mainz 05,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2018-2019,12000000,28000000
4480,Geoffrey Kondogbia,Central Midfield,25,Inter,Serie A,Valencia CF,LaLiga,2018-2019,30000000,25000000
4481,Simone Verdi,Right Winger,25,Bologna,Serie A,SSC Napoli,Serie A,2018-2019,25000000,25000000
4482,Issa Diop,Centre-Back,21,Toulouse,Ligue 1,West Ham,Premier League,2018-2019,22000000,25000000
4483,Bernd Leno,Goalkeeper,26,Bay. Leverkusen,1.Bundesliga,Arsenal,Premier League,2018-2019,20000000,25000000
4484,Jannik Vestergaard,Centre-Back,25,Bor. M'gladbach,1.Bundesliga,Southampton,Premier League,2018-2019,14000000,25000000
4485,James Maddison,Attacking Midfield,21,Norwich,Championship,Leicester,Premier League,2018-2019,10000000,25000000
4486,Javier Pastore,Attacking Midfield,29,Paris SG,Ligue 1,AS Roma,Serie A,2018-2019,15000000,24700000
4487,Yuri Berchiche,Left-Back,28,Paris SG,Ligue 1,Athletic Bilbao,LaLiga,2018-2019,17000000,24000000
4488,Alassane Pléa,Centre-Forward,25,OGC Nice,Ligue 1,Bor. M'gladbach,1.Bundesliga,2018-2019,18000000,23000000
4489,Ricardo Pereira,Right-Back,24,FC Porto,Liga NOS,Leicester,Premier League,2018-2019,20000000,22000000
4490,Diogo Dalot,Right-Back,19,FC Porto,Liga NOS,Man Utd,Premier League,2018-2019,15000000,22000000
4491,Alex Meret,Goalkeeper,21,Udinese Calcio,Serie A,SSC Napoli,Serie A,2018-2019,12000000,22000000
4492,Lucas Digne,Left-Back,25,FC Barcelona,LaLiga,Everton,Premier League,2018-2019,15000000,20200000
4493,Aleksandar Mitrovic,Centre-Forward,23,Newcastle,Premier League,Fulham,Premier League,2018-2019,15000000,20200000
4494,William Carvalho,Defensive Midfield,26,Sporting CP,Liga NOS,Real Betis,LaLiga,2018-2019,25000000,20000000
4495,Rodri,Defensive Midfield,22,Villarreal CF,LaLiga,Atlético Madrid,LaLiga,2018-2019,25000000,20000000
4496,Andriy Yarmolenko,Right Winger,28,Bor. Dortmund,1.Bundesliga,West Ham,Premier League,2018-2019,23000000,20000000
4497,Gerard Moreno,Centre-Forward,26,Espanyol,LaLiga,Villarreal CF,LaLiga,2018-2019,20000000,20000000
4498,Nikola Kalinic,Centre-Forward,30,Fiorentina,Serie A,AC Milan,Serie A,2018-2019,14000000,20000000
4499,Thomas Delaney,Central Midfield,26,Werder Bremen,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2018-2019,12000000,20000000
4500,Rolando Mandragora,Central Midfield,21,Juventus,Serie A,Udinese Calcio,Serie A,2018-2019,10000000,20000000
4501,Terence Kongolo,Centre-Back,24,Monaco,Ligue 1,Huddersfield,Premier League,2018-2019,10000000,20000000
4502,Willem Geubbels,Left Winger,16,Olympique Lyon,Ligue 1,Monaco,Ligue 1,2018-2019,6000000,20000000
4503,Alireza Jahanbakhsh,Right Winger,24,AZ Alkmaar,Eredivisie,Brighton,Premier League,2018-2019,18000000,19000000
4504,Duje Caleta-Car,Centre-Back,21,RB Salzburg,Bundesliga,Marseille,Ligue 1,2018-2019,10000000,19000000
4505,Paulinho,Left Winger,18,Vasco da Gama,Série A,Bay. Leverkusen,1.Bundesliga,2018-2019,25000000,18500000
4506,Karl Toko Ekambi,Centre-Forward,25,SCO Angers,Ligue 1,Villarreal CF,LaLiga,2018-2019,18000000,18000000
4507,Mohamed Elyounoussi,Left Winger,23,FC Basel,Super League,Southampton,Premier League,2018-2019,8500000,18000000
4508,Justin Kluivert,Left Winger,19,AFC Ajax,Eredivisie,AS Roma,Serie A,2018-2019,15000000,17250000
4509,Duván Zapata,Centre-Forward,27,SSC Napoli,Serie A,Sampdoria,Serie A,2018-2019,20000000,17000000
4510,Yves Bissouma,Central Midfield,21,LOSC Lille,Ligue 1,Brighton,Premier League,2018-2019,8000000,16900000
4511,Lautaro Martínez,Centre-Forward,20,Racing Club,Primera División,Inter,Serie A,2018-2019,25000000,16000000
4512,Sokratis,Centre-Back,30,Bor. Dortmund,1.Bundesliga,Arsenal,Premier League,2018-2019,20000000,16000000
4513,Daley Blind,Left-Back,28,Man Utd,Premier League,AFC Ajax,Eredivisie,2018-2019,18000000,16000000
4514,Nordi Mukiele,Right-Back,20,Montpellier,Ligue 1,RB Leipzig,1.Bundesliga,2018-2019,14000000,16000000
4515,Joris Gnagnon,Centre-Back,21,Stade Rennais,Ligue 1,Sevilla FC,LaLiga,2018-2019,15000000,15000000
4516,Joaquín Correa,Left Winger,23,Sevilla FC,LaLiga,Lazio,Serie A,2018-2019,10000000,15000000
4517,Grégoire Defrel,Centre-Forward,27,Sassuolo,Serie A,AS Roma,Serie A,2018-2019,10000000,15000000
4518,Mouctar Diakhaby,Centre-Back,21,Olympique Lyon,Ligue 1,Valencia CF,LaLiga,2018-2019,10000000,15000000
4519,Ibrahim Amadou,Defensive Midfield,25,LOSC Lille,Ligue 1,Sevilla FC,LaLiga,2018-2019,3500000,15000000
4520,João Carvalho,Attacking Midfield,21,Benfica,Liga NOS,Nottm Forest,Championship,2018-2019,2500000,15000000
4521,Matheus Cunha,Centre-Forward,19,FC Sion,Super League,RB Leipzig,1.Bundesliga,2018-2019,1500000,15000000
4522,Roger Martínez,Centre-Forward,24,JS Suning,Super League,Villarreal CF,LaLiga,2018-2019,2500000,14900000
4523,Xherdan Shaqiri,Right Winger,26,Stoke City,Championship,Liverpool,Premier League,2018-2019,18000000,14700000
4524,Rodolfo Pizarro,Attacking Midfield,24,Chivas,Liga MX Apertura,Monterrey,Liga MX Apertura,2018-2019,5500000,14500000
4525,Diogo Jota,Left Winger,21,Atlético Madrid,LaLiga,Wolves,Premier League,2018-2019,12000000,14000000
4526,Daniel Ginczek,Centre-Forward,27,VfB Stuttgart,1.Bundesliga,VfL Wolfsburg,1.Bundesliga,2018-2019,3500000,14000000
4527,Jean-Eudes Aholou,Defensive Midfield,24,R. Strasbourg,Ligue 1,Monaco,Ligue 1,2018-2019,3000000,14000000
4528,Danny Ward,Goalkeeper,25,Liverpool,Premier League,Leicester,Premier League,2018-2019,2500000,14000000
4529,Davy Klaassen,Attacking Midfield,25,Everton,Premier League,Werder Bremen,1.Bundesliga,2018-2019,15000000,13500000
4530,Benik Afobe,Centre-Forward,25,Wolves,Premier League,Stoke City,Championship,2018-2019,10000000,13500000
4531,Gerard Deulofeu,Right Winger,24,FC Barcelona,LaLiga,Watford,Premier League,2018-2019,14000000,13000000
4532,Mattia Perin,Goalkeeper,25,Genoa,Serie A,Juventus,Serie A,2018-2019,16000000,12000000
4533,Mitchell Weiser,Right-Back,24,Hertha BSC,1.Bundesliga,Bay. Leverkusen,1.Bundesliga,2018-2019,12000000,12000000
4534,M'Baye Niang,Centre-Forward,23,AC Milan,Serie A,Torino,Serie A,2018-2019,10000000,12000000
4535,Mikel Merino,Defensive Midfield,22,Newcastle,Premier League,Real Sociedad,LaLiga,2018-2019,10000000,12000000
4536,Willy Boly,Centre-Back,27,FC Porto,Liga NOS,Wolves,Premier League,2018-2019,5000000,12000000
4537,Marcelo Saracchi,Left-Back,20,River Plate,Primera División,RB Leipzig,1.Bundesliga,2018-2019,4500000,12000000
4538,Diego Rico,Left-Back,25,CD Leganés,LaLiga,Bournemouth,Premier League,2018-2019,2500000,12000000
4539,Dusan Tadic,Attacking Midfield,29,Southampton,Premier League,AFC Ajax,Eredivisie,2018-2019,15000000,11400000
4540,Benik Afobe,Centre-Forward,25,Bournemouth,Premier League,Wolves,Premier League,2018-2019,10000000,11400000
4541,Josh Murphy,Left Winger,23,Norwich,Championship,Cardiff,Premier League,2018-2019,1500000,11400000
4542,Bobby Reid,Attacking Midfield,25,Bristol City,Championship,Cardiff,Premier League,2018-2019,3000000,11350000
4543,David Brooks,Attacking Midfield,20,Sheffield Utd.,Championship,Bournemouth,Premier League,2018-2019,5000000,11300000
4544,Angus Gunn,Goalkeeper,22,Man City,Premier League,Southampton,Premier League,2018-2019,2000000,11300000
4545,Tom Ince,Right Winger,26,Huddersfield,Premier League,Stoke City,Championship,2018-2019,8000000,11200000
4546,Santiago Arias,Right-Back,26,PSV Eindhoven,Eredivisie,Atlético Madrid,LaLiga,2018-2019,18000000,11000000
4547,Suat Serdar,Central Midfield,21,1.FSV Mainz 05,1.Bundesliga,FC Schalke 04,1.Bundesliga,2018-2019,7500000,11000000
4548,Gianluca Lapadula,Centre-Forward,28,AC Milan,Serie A,Genoa,Serie A,2018-2019,7000000,11000000
4549,Wout Weghorst,Centre-Forward,25,AZ Alkmaar,Eredivisie,VfL Wolfsburg,1.Bundesliga,2018-2019,7000000,10500000
4550,Odsonne Edouard,Centre-Forward,20,Paris SG,Ligue 1,Celtic,Premiership,2018-2019,1500000,10300000
4551,Djaniny,Centre-Forward,27,Santos Laguna,Liga MX Apertura,Ahli,Professional League,2018-2019,5000000,10240000
4552,Jordan Amavi,Left-Back,24,Aston Villa,Championship,Marseille,Ligue 1,2018-2019,16000000,10000000
4553,Francesco Acerbi,Centre-Back,30,Sassuolo,Serie A,Lazio,Serie A,2018-2019,10000000,10000000
4554,Leonardo Pavoletti,Centre-Forward,29,SSC Napoli,Serie A,Cagliari Calcio,Serie A,2018-2019,9000000,10000000
4555,Vitinho,Second Striker,24,CSKA Moscow,Premier Liga,Flamengo,Série A,2018-2019,8000000,10000000
4556,Soualiho Meïté,Defensive Midfield,24,Monaco,Ligue 1,Torino,Serie A,2018-2019,8000000,10000000
4557,Omar Mascarell,Defensive Midfield,25,Real Madrid,LaLiga,FC Schalke 04,1.Bundesliga,2018-2019,8000000,10000000
4558,Danilo,Defensive Midfield,22,Braga,Liga NOS,OGC Nice,Ligue 1,2018-2019,7000000,10000000
4559,Santiago Cáseres,Defensive Midfield,21,Vélez Sarsfield,Primera División,Villarreal CF,LaLiga,2018-2019,6000000,10000000
4560,Bernardo,Left-Back,23,RB Leipzig,1.Bundesliga,Brighton,Premier League,2018-2019,6000000,10000000
4561,Adama Diakhaby,Centre-Forward,22,Monaco,Ligue 1,Huddersfield,Premier League,2018-2019,5000000,10000000
4562,Pelé,Defensive Midfield,26,Rio Ave FC,Liga NOS,Monaco,Ligue 1,2018-2019,4000000,10000000
4563,Diego Falcinelli,Centre-Forward,27,Sassuolo,Serie A,Bologna,Serie A,2018-2019,3800000,10000000
4564,Antonio Barreca,Left-Back,23,Torino,Serie A,Monaco,Ligue 1,2018-2019,3500000,10000000
4565,Federico Di Francesco,Right Winger,24,Bologna,Serie A,Sassuolo,Serie A,2018-2019,3500000,10000000
4566,Borja Iglesias,Centre-Forward,25,Celta de Vigo,LaLiga,Espanyol,LaLiga,2018-2019,1000000,10000000
4567,Alphonso Davies,Left Winger,18,Vancouver, Canada,Bayern Munich ,1.Bundesliga,2018-2019,800000,10000000
4568,Davide Santon,Left-Back,27,Inter,Serie A,AS Roma,Serie A,2018-2019,3000000,9500000
4569,Patrik Schick,Centre-Forward,22,Sampdoria,Serie A,AS Roma,Serie A,2018-2019,20000000,9000000
4570,Germán Pezzella,Centre-Back,27,Real Betis,LaLiga,Fiorentina,Serie A,2018-2019,13000000,9000000
4571,Ramiro Funes Mori,Centre-Back,27,Everton,Premier League,Villarreal CF,LaLiga,2018-2019,10000000,9000000
4572,Pablo Maffeo,Right-Back,20,Man City,Premier League,VfB Stuttgart,1.Bundesliga,2018-2019,10000000,9000000
4573,Riccardo Saponara,Attacking Midfield,26,FC Empoli,Serie A,Fiorentina,Serie A,2018-2019,9000000,9000000
4574,Khouma Babacar,Centre-Forward,25,Fiorentina,Serie A,Sassuolo,Serie A,2018-2019,8000000,9000000
4575,Lukasz Skorupski,Goalkeeper,27,AS Roma,Serie A,Bologna,Serie A,2018-2019,7000000,9000000
4576,Jordan Siebatcheu,Centre-Forward,22,Reims,Ligue 1,Stade Rennais,Ligue 1,2018-2019,2500000,9000000
4577,Antonino La Gumina,Centre-Forward,22,US Palermo,Serie B,FC Empoli,Serie A,2018-2019,2000000,9000000
4578,Guido Pizarro,Defensive Midfield,28,Sevilla FC,LaLiga,Tigres UANL,Liga MX Apertura,2018-2019,7500000,8700000
4579,Keno,Left Winger,28,Palmeiras,Série A,Pyramids FC,Premier League,2018-2019,3500000,8600000
4580,Alban Lafont,Goalkeeper,19,Toulouse,Ligue 1,Fiorentina,Serie A,2018-2019,18000000,8500000
4581,Nicólas González,Centre-Forward,20,Argentinos,Primera División,VfB Stuttgart,1.Bundesliga,2018-2019,5000000,8500000
4582,Andriy Lunin,Goalkeeper,19,Zorya Lugansk,Premier Liga,Real Madrid,LaLiga,2018-2019,3500000,8500000
4583,Nordin Amrabat,Left Winger,31,Watford,Premier League,Nasr,Professional League,2018-2019,3000000,8500000
